"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"11.09.2018","41.198","41.449","41.790","40.550","-0,61"
"10.09.2018","41.449","41.549","41.998","41.011","-0,24"
"09.09.2018","41.549","40.700","42.350","40.455","2,09"
"08.09.2018","40.700","41.910","42.500","40.250","-2,89"
"07.09.2018","41.910","43.300","43.618","41.700","-3,21"
"06.09.2018","43.300","44.800","44.800","42.200","-3,35"
"05.09.2018","44.800","48.001","48.650","44.500","-6,67"
"04.09.2018","48.000","46.203","48.589","46.090","3,89"
"03.09.2018","46.203","44.708","46.585","44.680","3,34"
"02.09.2018","44.708","44.550","44.910","44.500","0,35"
"01.09.2018","44.550","44.259","44.810","43.380","0,66"
"31.08.2018","44.259","43.501","44.640","43.250","1,74"
"30.08.2018","43.501","43.450","43.800","42.600","0,12"
"29.08.2018","43.450","42.950","44.397","42.000","1,16"
"28.08.2018","42.950","41.245","43.000","41.100","4,25"
"27.08.2018","41.200","39.853","41.250","39.799","3,38"
"26.08.2018","39.853","40.003","40.220","39.700","-0,38"
"25.08.2018","40.003","39.832","40.300","39.801","0,43"
"24.08.2018","39.832","39.600","39.955","39.490","0,59"
"23.08.2018","39.600","39.111","39.600","39.056","1,25"
"22.08.2018","39.111","39.201","40.250","39.000","-0,23"
"21.08.2018","39.201","39.050","39.400","38.800","0,39"
"20.08.2018","39.050","39.000","39.571","38.800","0,13"
"19.08.2018","39.000","38.815","39.400","38.760","0,48"
"18.08.2018","38.815","39.202","39.450","38.500","-0,99"
"17.08.2018","39.202","37.664","40.250","37.619","4,08"
"16.08.2018","37.664","39.000","39.320","37.500","-3,43"
"15.08.2018","39.000","39.864","41.300","39.000","-3,23"
"14.08.2018","40.300","42.400","42.400","39.025","-4,95"
"13.08.2018","42.400","41.374","42.890","40.067","2,76"
"12.08.2018","41.260","38.700","42.510","38.406","6,61"
"11.08.2018","38.700","38.398","39.429","37.720","1,04"
"10.08.2018","38.300","35.905","39.903","35.675","6,67"
"09.08.2018","35.905","33.526","36.500","33.526","7,10"
"08.08.2018","33.526","35.700","35.874","33.200","-6,09"
"07.08.2018","35.700","36.470","37.650","35.500","-2,11"
"06.08.2018","36.469","36.127","36.500","35.900","0,95"
"05.08.2018","36.127","35.805","36.402","35.500","0,67"
"04.08.2018","35.888","37.609","37.790","35.490","-4,58"
"03.08.2018","37.609","37.850","37.990","37.050","-0,64"
"02.08.2018","37.850","37.595","38.500","37.510","0,70"
"01.08.2018","37.588","38.066","38.075","36.890","-1,26"
"31.07.2018","38.066","39.100","39.350","38.001","-2,64"
"30.07.2018","39.100","39.228","39.380","38.300","-0,33"
"29.07.2018","39.228","38.960","39.275","38.960","0,69"
"28.07.2018","38.960","39.065","39.275","37.000","-0,27"
"27.07.2018","39.065","38.300","39.440","37.704","2,00"
"26.07.2018","38.300","39.103","39.650","38.000","-2,10"
"25.07.2018","39.121","40.030","40.498","38.250","-2,68"
"24.07.2018","40.200","36.830","40.490","36.557","9,15"
"23.07.2018","36.830","35.365","36.850","35.182","4,14"
"22.07.2018","35.365","35.264","35.701","35.198","0,29"
"21.07.2018","35.264","35.120","35.499","34.852","0,41"
"20.07.2018","35.120","35.251","35.951","34.950","-0,37"
"19.07.2018","35.251","34.720","35.494","34.395","1,53"
"18.07.2018","34.720","34.215","35.500","33.950","2,00"
"17.07.2018","34.040","32.000","34.589","31.627","6,38"
"16.07.2018","32.000","30.601","32.000","30.400","4,57"
"15.07.2018","30.601","30.422","30.718","30.310","0,59"
"14.07.2018","30.422","30.273","30.422","30.206","0,49"
"13.07.2018","30.273","30.410","30.550","30.145","-0,42"
"12.07.2018","30.400","30.629","30.650","29.840","-0,75"
"11.07.2018","30.629","30.020","30.650","29.882","2,03"
"10.07.2018","30.020","30.652","30.800","30.010","-2,06"
"09.07.2018","30.652","30.431","31.000","30.000","0,73"
"08.07.2018","30.431","30.744","30.789","30.431","-1,02"
"07.07.2018","30.744","30.298","30.750","30.022","1,47"
"06.07.2018","30.298","30.245","34.200","29.935","0,18"
"05.07.2018","30.245","30.650","30.940","29.800","-1,32"
"04.07.2018","30.650","30.180","31.250","29.925","1,56"
"03.07.2018","30.180","30.165","30.650","30.000","0,05"
"02.07.2018","30.165","28.700","30.280","28.510","5,10"
"01.07.2018","28.700","28.990","29.200","28.380","-1,00"
"30.06.2018","28.990","27.910","29.399","27.901","3,87"
"29.06.2018","27.910","27.348","28.375","23.324","2,06"
"28.06.2018","27.348","28.400","28.545","27.256","-3,70"
"27.06.2018","28.400","28.550","28.700","28.000","-0,53"
"26.06.2018","28.550","29.538","29.611","28.500","-3,34"
"25.06.2018","29.538","28.505","29.894","28.202","3,62"
"24.06.2018","28.505","29.780","29.787","28.151","-4,28"
"23.06.2018","29.780","29.249","29.898","29.000","1,82"
"22.06.2018","29.249","31.985","32.009","28.750","-8,45"
"21.06.2018","31.950","31.950","32.220","31.900","0,00"
"20.06.2018","31.950","31.807","32.179","31.505","0,45"
"19.06.2018","31.807","31.500","32.300","31.500","0,97"
"18.06.2018","31.500","30.877","31.800","30.511","2,02"
"17.06.2018","30.877","31.181","31.181","30.706","-0,40"
"16.06.2018","31.000","30.810","31.181","30.700","0,62"
"15.06.2018","30.810","31.489","31.500","30.701","-2,16"
"14.06.2018","31.489","29.790","31.500","29.790","5,70"
"13.06.2018","29.790","30.242","30.890","29.401","-1,49"
"12.06.2018","30.242","31.190","31.680","30.090","-3,04"
"11.06.2018","31.190","30.900","31.400","30.559","0,94"
"10.06.2018","30.900","34.295","34.323","30.499","-9,90"
"09.06.2018","34.295","34.516","34.655","34.295","-0,64"
"08.06.2018","34.516","34.895","34.945","34.324","-1,09"
"07.06.2018","34.895","35.014","35.390","34.602","-0,34"
"06.06.2018","35.014","35.150","35.400","34.591","-0,39"
"05.06.2018","35.150","34.800","35.343","34.300","1,01"
"04.06.2018","34.800","35.425","35.425","34.286","-1,76"
"03.06.2018","35.425","35.348","35.885","35.278","0,22"
"02.06.2018","35.348","34.708","35.395","34.500","1,84"
"01.06.2018","34.708","34.050","34.810","33.901","1,93"
"31.05.2018","34.050","33.459","34.450","33.310","1,76"
"30.05.2018","33.460","34.500","34.700","33.206","-3,01"
"29.05.2018","34.500","33.002","34.785","32.800","4,54"
"28.05.2018","33.002","34.800","35.150","32.916","-5,17"
"27.05.2018","34.800","35.430","35.430","34.700","-1,78"
"26.05.2018","35.430","35.700","36.200","35.400","-0,76"
"25.05.2018","35.700","36.048","36.454","35.349","-0,97"
"24.05.2018","36.048","35.480","37.000","34.629","1,60"
"23.05.2018","35.480","37.800","38.250","35.110","-6,14"
"22.05.2018","37.800","38.098","38.098","37.515","-0,77"
"21.05.2018","38.092","37.750","38.259","37.522","0,91"
"20.05.2018","37.750","37.100","37.911","37.055","1,75"
"19.05.2018","37.100","37.226","37.550","36.800","0,02"
"18.05.2018","37.092","36.470","37.370","36.001","1,71"
"17.05.2018","36.470","37.200","37.494","36.351","-1,91"
"16.05.2018","37.180","37.925","37.950","37.000","-1,96"
"15.05.2018","37.925","37.729","38.540","37.602","0,52"
"14.05.2018","37.729","38.289","38.299","36.025","-1,46"
"13.05.2018","38.289","37.170","38.350","37.000","3,01"
"12.05.2018","37.170","36.850","38.147","36.501","1,03"
"11.05.2018","36.790","38.900","39.000","36.732","-5,42"
"10.05.2018","38.900","39.750","40.089","38.800","-2,14"
"09.05.2018","39.750","39.746","39.981","39.200","0,02"
"08.05.2018","39.743","39.633","40.257","39.159","0,87"
"07.05.2018","39.401","39.740","39.905","38.598","-0,85"
"06.05.2018","39.740","40.820","41.100","38.950","-2,65"
"05.05.2018","40.820","39.850","41.450","39.850","2,43"
"04.05.2018","39.850","38.911","39.998","38.510","2,23"
"03.05.2018","38.980","37.410","39.000","37.300","4,20"
"02.05.2018","37.410","36.932","37.600","36.720","1,29"
"01.05.2018","36.932","37.245","37.245","36.600","-0,84"
"30.04.2018","37.245","37.511","37.580","36.660","-0,71"
"29.04.2018","37.511","37.339","37.690","37.173","0,46"
"28.04.2018","37.339","36.550","37.491","36.450","2,16"
"27.04.2018","36.550","37.249","37.800","36.300","-1,88"
"26.04.2018","37.249","36.309","37.250","35.530","2,59"
"25.04.2018","36.309","38.620","39.000","35.600","-5,98"
"24.04.2018","38.620","35.202","38.700","35.202","9,71"
"23.04.2018","35.202","35.199","35.495","34.999","0,01"
"22.04.2018","35.199","35.220","35.505","34.750","-0,06"
"21.04.2018","35.220","34.980","36.020","34.150","0,69"
"20.04.2018","34.980","32.904","35.080","32.904","6,31"
"19.04.2018","32.904","32.617","33.150","32.617","0,88"
"18.04.2018","32.617","32.252","32.947","32.200","1,13"
"17.04.2018","32.252","32.600","33.000","32.100","-1,07"
"16.04.2018","32.600","33.301","33.400","32.025","-2,11"
"15.04.2018","33.301","32.356","33.400","32.356","2,92"
"14.04.2018","32.356","31.875","33.050","31.700","1,51"
"13.04.2018","31.875","31.299","33.348","30.811","1,84"
"12.04.2018","31.299","28.470","31.299","28.000","9,94"
"11.04.2018","28.470","28.000","28.800","27.818","1,68"
"10.04.2018","28.000","27.576","29.600","27.392","1,54"
"09.04.2018","27.576","28.057","29.400","27.200","-1,71"
"08.04.2018","28.057","27.800","28.388","27.780","0,92"
"07.04.2018","27.800","27.069","28.410","27.060","2,70"
"06.04.2018","27.069","27.505","28.000","26.660","-1,59"
"05.04.2018","27.505","27.600","27.999","27.000","-0,34"
"04.04.2018","27.600","29.950","30.030","27.415","-7,85"
"03.04.2018","29.950","28.100","30.497","27.850","6,58"
"02.04.2018","28.100","27.340","28.499","27.102","2,78"
"01.04.2018","27.340","27.902","28.300","26.700","-2,01"
"31.03.2018","27.902","27.744","28.500","27.744","0,57"
"30.03.2018","27.744","28.601","29.760","27.000","-3,00"
"29.03.2018","28.601","32.001","32.251","28.001","-10,62"
"28.03.2018","32.001","31.700","32.500","31.455","0,95"
"27.03.2018","31.700","32.760","32.995","31.400","-3,24"
"26.03.2018","32.760","34.330","34.349","31.600","-4,57"
"25.03.2018","34.330","34.400","34.650","34.000","-0,20"
"24.03.2018","34.400","35.000","35.245","34.300","-1,72"
"23.03.2018","35.000","34.500","35.000","33.500","1,45"
"22.03.2018","34.500","34.770","35.410","33.756","-0,78"
"21.03.2018","34.770","35.487","36.190","34.500","-2,02"
"20.03.2018","35.487","33.800","35.801","33.296","4,99"
"19.03.2018","33.800","32.500","34.001","32.152","4,00"
"18.03.2018","32.500","31.184","32.898","29.359","4,22"
"17.03.2018","31.184","32.800","33.197","30.779","-4,93"
"16.03.2018","32.800","32.600","33.680","31.699","0,61"
"15.03.2018","32.600","32.149","33.450","30.000","1,40"
"14.03.2018","32.149","35.605","36.550","31.300","-9,71"
"13.03.2018","35.605","35.350","36.769","35.020","0,72"
"12.03.2018","35.350","36.302","37.800","34.660","-2,62"
"11.03.2018","36.302","34.300","36.820","33.500","5,84"
"10.03.2018","34.300","35.300","37.240","34.000","-2,83"
"09.03.2018","35.300","36.650","36.650","31.400","-3,68"
"08.03.2018","36.650","38.250","39.309","36.000","-4,18"
"07.03.2018","38.250","40.850","41.500","36.700","-6,36"
"06.03.2018","40.850","42.800","42.800","40.300","-4,56"
"05.03.2018","42.800","42.300","42.993","42.100","1,18"
"04.03.2018","42.300","42.202","42.398","41.000","0,23"
"03.03.2018","42.202","41.250","42.600","41.200","2,31"
"02.03.2018","41.250","40.750","41.499","39.990","1,23"
"01.03.2018","40.750","39.499","40.950","39.350","3,17"
"28.02.2018","39.499","39.670","41.500","39.210","-0,43"
"27.02.2018","39.670","38.650","40.399","38.415","2,64"
"26.02.2018","38.650","36.900","39.000","35.800","4,74"
"25.02.2018","36.900","37.500","38.149","36.199","-1,60"
"24.02.2018","37.500","39.200","39.903","36.500","-4,34"
"23.02.2018","39.200","38.080","40.310","37.500","2,94"
"22.02.2018","38.080","39.940","42.100","37.550","-4,66"
"21.02.2018","39.940","42.761","43.190","39.000","-6,60"
"20.02.2018","42.761","41.110","44.100","41.100","4,02"
"19.02.2018","41.110","39.600","41.502","39.399","3,81"
"18.02.2018","39.600","41.140","41.905","38.256","-3,74"
"17.02.2018","41.140","38.000","41.750","37.700","8,26"
"16.02.2018","38.000","37.800","38.180","37.003","0,53"
"15.02.2018","37.800","35.650","38.500","35.100","6,03"
"14.02.2018","35.650","32.499","35.780","32.418","9,70"
"13.02.2018","32.499","32.900","33.000","32.157","-1,22"
"12.02.2018","32.900","31.050","33.121","31.050","5,96"
"11.02.2018","31.050","32.549","32.650","30.062","-4,61"
"10.02.2018","32.549","32.499","34.533","31.700","0,15"
"09.02.2018","32.499","31.690","32.620","30.400","2,55"
"08.02.2018","31.690","29.200","32.499","29.160","7,97"
"07.02.2018","29.350","29.200","33.600","27.205","0,51"
"06.02.2018","29.200","26.784","29.800","22.755","9,02"
"05.02.2018","26.784","31.999","32.500","23.000","-16,30"
"04.02.2018","31.999","35.002","35.229","31.100","-8,58"
"03.02.2018","35.002","33.770","36.000","32.003","3,65"
"02.02.2018","33.770","33.799","36.500","29.500","-0,09"
"01.02.2018","33.799","38.369","39.000","30.550","-11,91"
"31.01.2018","38.369","39.100","39.490","37.512","-1,87"
"30.01.2018","39.100","42.400","42.501","38.500","-7,78"
"29.01.2018","42.400","43.199","43.199","41.100","-1,85"
"28.01.2018","43.199","42.349","43.250","42.230","2,01"
"27.01.2018","42.349","41.501","42.699","41.340","2,04"
"26.01.2018","41.501","42.300","43.300","40.200","-1,89"
"25.01.2018","42.300","42.430","43.333","41.750","-0,31"
"24.01.2018","42.430","41.650","42.792","40.900","1,87"
"23.01.2018","41.650","41.995","43.350","40.000","-0,82"
"22.01.2018","41.995","44.800","47.000","40.000","-6,26"
"21.01.2018","44.800","49.281","49.600","43.500","-9,09"
"20.01.2018","49.281","45.399","49.800","45.132","8,55"
"19.01.2018","45.399","44.535","46.700","44.001","1,94"
"18.01.2018","44.536","42.600","47.500","42.000","4,54"
"17.01.2018","42.600","42.750","46.500","37.500","-0,35"
"16.01.2018","42.750","53.548","53.548","38.001","-20,17"
"15.01.2018","53.548","52.499","55.200","52.050","2,00"
"14.01.2018","52.499","54.463","54.650","51.352","-3,61"
"13.01.2018","54.463","54.000","55.199","54.000","0,86"
"12.01.2018","54.000","53.763","55.100","53.138","0,44"
"11.01.2018","53.763","56.950","57.000","53.501","-5,60"
"10.01.2018","56.950","56.200","57.382","53.600","1,33"
"09.01.2018","56.200","57.750","58.998","56.000","-2,68"
"08.01.2018","57.750","61.600","62.000","55.550","-6,25"
"07.01.2018","61.600","63.949","63.985","60.000","-3,67"
"06.01.2018","63.949","64.001","64.400","62.000","-0,08"
"05.01.2018","64.001","57.450","64.500","57.100","11,40"
"04.01.2018","57.450","57.998","58.800","56.500","-0,78"
"03.01.2018","57.900","55.898","59.750","55.898","3,58"
"02.01.2018","55.898","53.110","58.200","52.394","5,25"
"01.01.2018","53.110","54.200","55.101","51.900","-2,01"
"31.12.2017","54.200","49.800","56.157","49.500","8,84"
"30.12.2017","49.800","57.443","57.799","48.500","-13,31"
"29.12.2017","57.443","55.689","59.999","55.098","3,15"
"28.12.2017","55.689","61.700","61.997","54.498","-9,74"
"27.12.2017","61.700","63.511","69.000","60.500","-2,85"
"26.12.2017","63.511","61.100","64.500","60.655","3,95"
"25.12.2017","61.100","62.008","63.500","60.300","-1,59"
"24.12.2017","62.090","65.799","66.302","58.000","-5,35"
"23.12.2017","65.600","61.200","69.594","60.850","7,19"
"22.12.2017","61.200","67.630","70.001","52.350","-9,51"
"21.12.2017","67.630","73.000","76.500","63.700","-7,36"
"20.12.2017","73.000","76.500","77.300","66.700","-4,58"
"19.12.2017","76.500","78.190","78.910","75.009","-2,05"
"18.12.2017","78.100","77.000","79.245","75.450","1,43"
"17.12.2017","77.000","76.200","79.501","72.004","1,05"
"16.12.2017","76.200","70.800","76.500","68.799","7,63"
"15.12.2017","70.800","67.624","78.000","67.610","4,70"
"14.12.2017","67.624","67.550","68.301","67.020","0,11"
"13.12.2017","67.550","69.000","69.155","65.000","-2,10"
"12.12.2017","69.000","68.625","69.150","68.004","0,55"
"11.12.2017","68.625","64.750","69.550","64.700","5,98"
"10.12.2017","64.750","64.700","66.730","60.500","0,08"
"09.12.2017","64.700","67.250","67.750","54.000","-3,79"
"08.12.2017","67.250","69.450","69.901","63.930","-3,44"
"07.12.2017","69.649","53.300","69.700","52.750","30,67"
"06.12.2017","53.300","47.099","53.577","47.020","13,17"
"05.12.2017","47.099","46.990","47.430","46.733","0,23"
"04.12.2017","46.990","46.557","47.700","46.112","0,93"
"03.12.2017","46.557","45.560","48.012","45.280","2,19"
"02.12.2017","45.560","44.950","46.000","44.750","1,36"
"01.12.2017","44.950","42.910","46.499","42.000","4,75"
"30.11.2017","42.910","43.500","47.450","40.470","-1,36"
"29.11.2017","43.500","41.910","49.320","37.510","3,79"
"28.11.2017","41.910","41.299","42.500","41.040","1,48"
"27.11.2017","41.299","38.700","42.000","38.700","6,72"
"26.11.2017","38.700","35.900","39.750","35.702","7,80"
"25.11.2017","35.900","33.448","35.964","33.400","7,33"
"24.11.2017","33.448","33.099","33.740","33.000","1,05"
"23.11.2017","33.099","33.325","33.590","33.099","-0,68"
"22.11.2017","33.325","32.560","33.671","32.399","2,35"
"21.11.2017","32.560","32.000","32.997","30.511","1,75"
"20.11.2017","32.000","30.310","32.394","30.196","5,58"
"19.11.2017","30.310","29.802","30.501","29.671","1,70"
"18.11.2017","29.802","29.460","29.848","29.100","1,16"
"17.11.2017","29.460","29.800","30.300","29.000","-1,14"
"16.11.2017","29.800","28.295","29.992","28.131","5,32"
"15.11.2017","28.295","26.342","28.375","26.199","7,41"
"14.11.2017","26.342","26.260","26.998","26.000","0,31"
"13.11.2017","26.260","24.700","27.455","24.350","6,32"
"12.11.2017","24.700","25.320","26.500","21.900","-2,45"
"11.11.2017","25.320","26.461","27.450","24.800","-4,31"
"10.11.2017","26.461","28.685","29.100","25.501","-7,75"
"09.11.2017","28.685","29.394","29.598","28.400","-2,41"
"08.11.2017","29.394","28.606","30.190","28.606","2,43"
"07.11.2017","28.698","29.002","29.500","28.501","-1,05"
"06.11.2017","29.002","29.860","30.375","27.399","-2,87"
"05.11.2017","29.860","29.410","30.400","29.355","1,53"
"04.11.2017","29.410","29.150","29.630","28.750","0,89"
"03.11.2017","29.150","28.492","29.750","27.949","2,31"
"02.11.2017","28.492","26.500","29.949","26.500","7,52"
"01.11.2017","26.500","24.550","27.500","24.350","7,94"
"31.10.2017","24.550","23.285","24.550","23.110","5,43"
"30.10.2017","23.285","23.065","23.500","22.881","0,95"
"29.10.2017","23.065","22.188","23.400","22.012","3,95"
"28.10.2017","22.188","22.259","22.299","21.950","-0,32"
"27.10.2017","22.259","22.155","22.400","22.070","0,47"
"26.10.2017","22.155","21.497","22.495","21.400","3,06"
"25.10.2017","21.497","20.901","21.600","20.721","2,85"
"24.10.2017","20.901","22.289","22.300","20.901","-6,23"
"23.10.2017","22.289","22.110","22.374","21.800","0,81"
"22.10.2017","22.110","22.490","22.521","21.501","-1,69"
"21.10.2017","22.490","22.290","22.874","21.999","5,10"
"20.10.2017","21.399","20.737","21.500","20.653","3,19"
"19.10.2017","20.737","20.400","20.830","20.300","1,65"
"18.10.2017","20.400","20.779","20.779","19.495","-1,82"
"17.10.2017","20.779","20.898","20.900","20.500","-0,57"
"16.10.2017","20.898","20.703","20.923","20.550","0,94"
"","","","","",""
"","En Yüksek:79.849","En Düşük:17.088","Fark:62.761","Ortalama:42.117","Fark %:205"
